COD_IBGE;UF;MUNICIPIO;POPULACAO;RANGE_POP;CAPITAL
4306932;RS;Entre-Ijuís;8350;<10k;
2406601;RN;Lagoa Salgada;8348;<10k;
4308805;RS;General Câmara;8339;<10k;
2501575;PB;Barra de Santana;8338;<10k;
3156304;MG;Rodeiro;8333;<10k;
2505402;PB;Desterro;8332;<10k;
2922805;BA;Nova Itarana;8328;<10k;
2920304;BA;Malhada de Pedras;8326;<10k;
5221197;GO;Terezópolis de Goiás;8326;<10k;
2407302;RN;Marcelino Vieira;8325;<10k;
4203501;SC;Campo Erê;8312;<10k;
4117222;PR;Nova Santa Rosa;8311;<10k;
2410900;RN;Riachuelo;8310;<10k;
3146503;MG;Pains;8308;<10k;
4309050;RS;Glorinha;8304;<10k;
2916203;BA;Itapé;8300;<10k;
2402402;RN;Carnaúba dos Dantas;8297;<10k;
3129004;MG;Guiricema;8296;<10k;
4111555;PR;Ivaté;8294;<10k;
2506251;PB;Gado Bravo;8292;<10k;
3151909;MG;Pocrane;8288;<10k;
3153509;MG;Alto Jequitibá;8286;<10k;
2202026;PI;Buriti dos Montes;8282;<10k;
2615904;PE;Tuparetama;8266;<10k;
2921450;BA;Mirante;8264;<10k;
4211108;SC;Monte Castelo;8263;<10k;
3500402;SP;Águas da Prata;8262;<10k;
3517802;SP;Guaraçaí;8258;<10k;
4112751;PR;Jesuítas;8251;<10k;
2100402;MA;Altamira do Maranhão;8250;<10k;
1400605;RR;São Luiz;8232;<10k;
3519907;SP;Iepê;8228;<10k;
3157252;MG;Santa Bárbara do Leste;8212;<10k;
4210308;SC;Major Vieira;8209;<10k;
3527009;SP;Lindóia;8201;<10k;
3506409;SP;Bilac;8197;<10k;
1717909;TO;Ponte Alta do Tocantins;8192;<10k;
2412807;RN;São Rafael;8183;<10k;
1713601;TO;Monte do Carmo;8182;<10k;
5104526;MT;Ipiranga do Norte;8182;<10k;
3531209;SP;Monte Alegre do Sul;8181;<10k;
2917359;BA;Jaborandi;8176;<10k;
3528106;SP;Macaubal;8174;<10k;
3128907;MG;Guimarânia;8168;<10k;
5101605;MT;Barão de Melgaço;8165;<10k;
3168804;MG;Tiradentes;8160;<10k;
1600238;AP;Ferreira Gomes;8151;<10k;
2307205;CE;Jati;8150;<10k;
3145877;MG;Orizânia;8138;<10k;
4218509;SC;Treze Tílias;8138;<10k;
4204905;SC;Descanso;8136;<10k;
3154457;MG;Riachinho;8132;<10k;
4312252;RS;Minas do Leão;8130;<10k;
2910305;BA;Elísio Medrado;8129;<10k;
4121752;PR;Reserva do Iguaçu;8127;<10k;
1100502;RO;Novo Horizonte do Oeste;8125;<10k;
4306056;RS;Cristal;8121;<10k;
4117008;PR;Nova Fátima;8120;<10k;
4104105;PR;Campo do Tenente;8118;<10k;
3139706;MG;Maravilhas;8113;<10k;
2906402;BA;Candeal;8109;<10k;
2413409;RN;Serra Negra do Norte;8105;<10k;
4127957;PR;Tupãssi;8105;<10k;
3521507;SP;Irapuã;8101;<10k;
5204003;GO;Cabeceiras;8098;<10k;
5103601;MT;Dom Aquino;8087;<10k;
5204854;GO;Campo Limpo de Goiás;8087;<10k;
2209971;PI;São João do Arraial;8085;<10k;
1505601;PA;Peixe-Boi;8084;<10k;
1716703;TO;Colméia;8078;<10k;
2919108;BA;Lamarão;8078;<10k;
2708709;AL;São Miguel dos Milagres;8073;<10k;
5214861;GO;Nova Glória;8063;<10k;
3124807;MG;Estrela do Sul;8057;<10k;
4216800;SC;São José do Cerrito;8054;<10k;
4317004;RS;Santana da Boa Vista;8037;<10k;
5213707;GO;Montes Claros de Goiás;8037;<10k;
3147709;MG;Passa Tempo;8031;<10k;
4201703;SC;Ascurra;8021;<10k;
3204252;ES;Ponto Belo;8016;<10k;
2507606;PB;Juarez Távora;8014;<10k;
3121100;MG;Delfim Moreira;8007;<10k;
4218251;SC;Timbó Grande;8003;<10k;
5204250;GO;Cachoeira Dourada;7997;<10k;
3135357;MG;Japonvar;7991;<10k;
4316501;RS;Salvador do Sul;7975;<10k;
2915700;BA;Itamari;7971;<10k;
2403004;RN;Cruzeta;7968;<10k;
4103800;PR;Cambira;7967;<10k;
2511103;PB;Pedra Lavrada;7954;<10k;
5007554;MS;Santa Rita do Pardo;7948;<10k;
2410207;RN;Portalegre;7944;<10k;
2931103;BA;Tanquinho;7936;<10k;
3519501;SP;Ibirarema;7926;<10k;
5103858;MT;Gaúcha do Norte;7913;<10k;
3200359;ES;Alto Rio Novo;7911;<10k;
2806404;SE;Santana do São Francisco;7906;<10k;
3511201;SP;Catiguá;7905;<10k;
2306207;CE;Itaiçaba;7904;<10k;
3165701;MG;Senador Firmino;7902;<10k;
3130309;MG;Iguatama;7901;<10k;
3123528;MG;Durandé;7898;<10k;
5204805;GO;Campo Alegre de Goiás;7884;<10k;
2201051;PI;Assunção do Piauí;7879;<10k;
2104628;MA;Governador Luiz Rocha;7878;<10k;
2109759;MA;Santa Filomena do Maranhão;7878;<10k;
3165305;MG;São Vicente de Minas;7876;<10k;
2914307;BA;Iramaia;7874;<10k;
3120870;MG;Curral de Dentro;7867;<10k;
2505006;PB;Cubati;7866;<10k;
3523800;SP;Itobi;7862;<10k;
2109551;MA;Ribamar Fiquene;7859;<10k;
2301505;CE;Arneiroz;7848;<10k;
2515971;PB;Sobrado;7845;<10k;
1717503;TO;Pium;7830;<10k;
2922730;BA;Nova Fátima;7830;<10k;
3521101;SP;Ipeúna;7824;<10k;
4316709;RS;Santa Bárbara do Sul;7813;<10k;
5002159;MS;Bodoquena;7802;<10k;
5202155;GO;Araguapaz;7795;<10k;
4314001;RS;Paraí;7793;<10k;
2206506;PI;Monsenhor Hipólito;7785;<10k;
3135456;MG;Jenipapo de Minas;7781;<10k;
3105004;MG;Baldim;7780;<10k;
1301951;AM;Itamarati;7777;<10k;
2606705;PE;Ibirajuba;7773;<10k;
2304608;CE;General Sampaio;7767;<10k;
3542701;SP;Restinga;7762;<10k;
3518859;SP;Guatapará;7760;<10k;
2312809;CE;Senador Sá;7758;<10k;
2106359;MA;Marajá do Sena;7757;<10k;
2508208;PB;Lagoa de Dentro;7754;<10k;
2919900;BA;Macururé;7752;<10k;
2507408;PB;Jericó;7751;<10k;
5200605;GO;Alto Paraíso de Goiás;7751;<10k;
2313708;CE;Umari;7740;<10k;
3552304;SP;Sud Mennucci;7738;<10k;
3117836;MG;Cônego Marinho;7730;<10k;
4322301;RS;Tuparendi;7730;<10k;
3553500;SP;Tapiraí;7725;<10k;
3550506;SP;São Pedro do Turvo;7724;<10k;
3106408;MG;Belo Vale;7723;<10k;
2300606;CE;Altaneira;7712;<10k;
4123303;PR;Santa Cruz de Monte Castelo;7705;<10k;
2202083;PI;Cajueiro da Praia;7704;<10k;
4127809;PR;Tomazina;7699;<10k;
3134806;MG;Jacuí;7695;<10k;
1715754;TO;Palmeirópolis;7694;<10k;
4319158;RS;São Miguel das Missões;7692;<10k;
4302451;RS;Boqueirão do Leão;7691;<10k;
1721109;TO;Tocantínia;7688;<10k;
3543253;SP;Ribeirão Grande;7686;<10k;
3169208;MG;Tombos;7683;<10k;
4314209;RS;Pedro Osório;7683;<10k;
2514909;PB;São Mamede;7682;<10k;
1718865;TO;Santa Fé do Araguaia;7678;<10k;
2200251;PI;Alagoinha do Piauí;7678;<10k;
4215307;SC;Salete;7674;<10k;
4109906;PR;Icaraíma;7671;<10k;
3166907;MG;Serrania;7667;<10k;
2202778;PI;Colônia do Piauí;7665;<10k;
5212303;GO;Leopoldo de Bulhões;7663;<10k;
3122207;MG;Divinolândia de Minas;7655;<10k;
2105989;MA;Lajeado Novo;7653;<10k;
2804300;SE;Muribeca;7653;<10k;
1200054;AC;Assis Brasil;7649;<10k;
4207700;SC;Ipumirim;7647;<10k;
4207684;SC;Ipuaçu;7643;<10k;
4212304;SC;Paulo Lopes;7642;<10k;
2404853;RN;Itajá;7641;<10k;
3138625;MG;Limeira do Oeste;7640;<10k;
2111250;MA;São José dos Basílios;7639;<10k;
4314027;RS;Paraíso do Sul;7635;<10k;
3164001;MG;São Pedro dos Ferros;7634;<10k;
3116704;MG;Coimbra;7631;<10k;
5219001;GO;Sanclerlândia;7630;<10k;
4107751;PR;Figueira;7625;<10k;
2406304;RN;Lagoa de Pedras;7624;<10k;
2514206;PB;São José da Lagoa Tapada;7622;<10k;
2707404;AL;Porto de Pedras;7618;<10k;
3553906;SP;Tarabai;7609;<10k;
3505401;SP;Barra do Turvo;7606;<10k;
3131109;MG;Inimutaba;7605;<10k;
3126000;MG;Florestal;7602;<10k;
3142403;MG;Moema;7589;<10k;
3137106;MG;Lagamar;7588;<10k;
2101731;MA;Belágua;7586;<10k;
2606309;PE;Granito;7586;<10k;
1505494;PA;Palestina do Pará;7575;<10k;
5006408;MS;Pedro Gomes;7568;<10k;
5004403;MS;Inocência;7566;<10k;
2312502;CE;São João do Jaguaribe;7557;<10k;
2706604;AL;Paulo Jacinto;7556;<10k;
4109500;PR;Guaraqueçaba;7554;<10k;
4214607;SC;Rio do Oeste;7552;<10k;
4301750;RS;Barão do Triunfo;7550;<10k;
3125606;MG;Felisburgo;7548;<10k;
3200508;ES;Apiacá;7542;<10k;
3162203;MG;São João Batista do Glória;7541;<10k;
3150570;MG;Pintópolis;7540;<10k;
3536406;SP;Paulicéia;7540;<10k;
3158508;MG;Santana de Pirapama;7538;<10k;
4106456;PR;Coronel Domingos Soares;7538;<10k;
1500131;PA;Abel Figueiredo;7536;<10k;
3162948;MG;São José da Barra;7532;<10k;
3505104;SP;Barbosa;7532;<10k;
2504157;PB;Casserengue;7530;<10k;
2616183;PE;Vertente do Lério;7526;<10k;
4103057;PR;Boa Vista da Aparecida;7524;<10k;
3533601;SP;Nuporanga;7522;<10k;
2610103;PE;Palmeirina;7509;<10k;
4218608;SC;Trombudo Central;7506;<10k;
4120705;PR;Quatiguá;7504;<10k;
5005251;MS;Laguna Carapã;7496;<10k;
3121803;MG;Dionísio;7493;<10k;
3145059;MG;Nova Porteirinha;7493;<10k;
2602506;PE;Brejinho;7489;<10k;
3116506;MG;Claro dos Poções;7478;<10k;
1710508;TO;Itacajá;7471;<10k;
4320263;RS;Segredo;7465;<10k;
2922201;BA;Muniz Ferreira;7464;<10k;
4210407;SC;Maracajá;7461;<10k;
2515005;PB;São Miguel de Taipu;7450;<10k;
2110658;MA;São Domingos do Azeitão;7448;<10k;
3101805;MG;Alpercata;7448;<10k;
2924108;BA;Pedrão;7438;<10k;
4101309;PR;Antônio Olinto;7421;<10k;
4118709;PR;Paulo Frontin;7418;<10k;
5212105;GO;Joviânia;7417;<10k;
4311502;RS;Lavras do Sul;7410;<10k;
2208908;PI;Ribeiro Gonçalves;7408;<10k;
3135605;MG;Jequitaí;7407;<10k;
2300804;CE;Antonina do Norte;7402;<10k;
4300646;RS;Ametista do Sul;7396;<10k;
3162609;MG;São João do Oriente;7393;<10k;
4309506;RS;Guarani das Missões;7393;<10k;
3130606;MG;Inconfidentes;7387;<10k;
3526605;SP;Lavrinhas;7361;<10k;
4100103;PR;Abatiá;7360;<10k;
1501758;PA;Brejo Grande do Araguaia;7357;<10k;
2502003;PB;Belém do Brejo do Cruz;7356;<10k;
2707909;AL;Santa Luzia do Norte;7344;<10k;
2202174;PI;Campo Largo do Piauí;7342;<10k;
5004908;MS;Jaraguari;7342;<10k;
3166303;MG;Sericita;7340;<10k;
5211305;GO;Itarumã;7337;<10k;
4216404;SC;São João do Sul;7332;<10k;
3130655;MG;Indaiabira;7328;<10k;
3159357;MG;Santa Rita de Minas;7322;<10k;
3524501;SP;Jaci;7322;<10k;
4212007;SC;Palma Sola;7321;<10k;
3534203;SP;Orindiúva;7318;<10k;
3160454;MG;Santo Antônio do Retiro;7316;<10k;
4311759;RS;Manoel Viana;7315;<10k;
2701902;AL;Chã Preta;7311;<10k;
2206704;PI;Nazaré do Piauí;7307;<10k;
4213807;SC;Praia Grande;7305;<10k;
3302304;RJ;Laje do Muriaé;7298;<10k;
2931400;BA;Teodoro Sampaio;7296;<10k;
2914208;BA;Irajuba;7295;<10k;
3512902;SP;Cosmorama;7289;<10k;
5001508;MS;Bandeirantes;7281;<10k;
2508505;PB;Livramento;7274;<10k;
2901957;BA;Apuarema;7274;<10k;
2510006;PB;Nazarezinho;7271;<10k;
1706100;TO;Cristalândia;7268;<10k;
4309902;RS;Ibiraiaras;7267;<10k;
3121407;MG;Desterro de Entre Rios;7266;<10k;
2304277;CE;Ereré;7254;<10k;
4211801;SC;Ouro;7251;<10k;
3154150;MG;Reduto;7247;<10k;
5102686;MT;Campos de Júlio;7245;<10k;
4112959;PR;Juranda;7244;<10k;
3123809;MG;Engenheiro Navarro;7240;<10k;
3305133;RJ;São José de Ubá;7240;<10k;
2507804;PB;Junco do Seridó;7238;<10k;
3170750;MG;Varjão de Minas;7235;<10k;
2615102;PE;Terezinha;7227;<10k;
2503555;PB;Cacimbas;7225;<10k;
1701903;TO;Araguacema;7223;<10k;
2502151;PB;Boa Vista;7218;<10k;
4113734;PR;Luiziana;7217;<10k;
4305900;RS;Coronel Bicaco;7213;<10k;
2503605;PB;Caiçara;7182;<10k;
5207253;GO;Doverlândia;7174;<10k;
1707207;TO;Dois Irmãos do Tocantins;7173;<10k;
2705408;AL;Monteirópolis;7171;<10k;
2400901;RN;Antônio Martins;7162;<10k;
3532801;SP;Nova Aliança;7161;<10k;
4200408;SC;Água Doce;7160;<10k;
3148756;MG;Pedra Bonita;7157;<10k;
4209508;SC;Laurentino;7154;<10k;
3165206;MG;São Tomé das Letras;7151;<10k;
3121209;MG;Delfinópolis;7146;<10k;
4300638;RS;Amaral Ferrador;7136;<10k;
1101005;RO;Governador Jorge Teixeira;7130;<10k;
2109239;MA;Presidente Médici;7124;<10k;
2200053;PI;Acauã;7119;<10k;
3138906;MG;Machacalis;7112;<10k;
3144359;MG;Naque;7104;<10k;
4218400;SC;Treze de Maio;7104;<10k;
4103206;PR;Bom Sucesso;7103;<10k;
3164308;MG;São Roque de Minas;7100;<10k;
4128609;PR;Verê;7094;<10k;
4115002;PR;Marilena;7093;<10k;
5100359;MT;Alto Boa Vista;7092;<10k;
4113007;PR;Jussara;7069;<10k;
2403202;RN;Doutor Severiano;7068;<10k;
3131604;MG;Iraí de Minas;7067;<10k;
3115706;MG;Central de Minas;7059;<10k;
3554953;SP;Tuiuti;7058;<10k;
4313805;RS;Palmitinho;7056;<10k;
2501203;PB;Areial;7054;<10k;
1100072;RO;Corumbiara;7052;<10k;
3101631;MG;Alfredo Vasconcelos;7052;<10k;
1700301;TO;Aguiarnópolis;7049;<10k;
2100550;MA;Amapá do Maranhão;7047;<10k;
3158300;MG;Santana da Vargem;7047;<10k;
2203354;PI;Dirceu Arcoverde;7046;<10k;
4310504;RS;Iraí;7046;<10k;
3165404;MG;Sapucaí-Mirim;7045;<10k;
5104542;MT;Itanhangá;7030;<10k;
3128808;MG;Guidoval;7026;<10k;
3109451;MG;Cabeceira Grande;7025;<10k;
3547908;SP;Santo Antônio da Alegria;7024;<10k;
2201408;PI;Barro Duro;7022;<10k;
3100104;MG;Abadia dos Dourados;7022;<10k;
2106201;MA;Luís Domingues;7016;<10k;
3157104;MG;Salto da Divisa;7014;<10k;
3130705;MG;Indianópolis;7009;<10k;
2803708;SE;Macambira;7002;<10k;
2515807;PB;Serra Redonda;7001;<10k;
3118205;MG;Conquista;6997;<10k;
4108650;PR;Goioxim;6997;<10k;
2703502;AL;Jacuípe;6992;<10k;
3103751;MG;Araporã;6992;<10k;
4210803;SC;Meleiro;6989;<10k;
1707108;TO;Divinópolis do Tocantins;6986;<10k;
3165107;MG;São Tomás de Aquino;6980;<10k;
2708204;AL;São Brás;6977;<10k;
3130556;MG;Imbé de Minas;6976;<10k;
2701357;AL;Campestre;6972;<10k;
5106653;MT;Pontal do Araguaia;6972;<10k;
3524204;SP;Jaborandi;6963;<10k;
4124608;PR;São Carlos do Ivaí;6961;<10k;
4122701;PR;Sabáudia;6954;<10k;
1503754;PA;Jacareacanga;6952;<10k;
4300208;RS;Ajuricaba;6951;<10k;
1503002;PA;Faro;6949;<10k;
3163805;MG;São Miguel do Anta;6949;<10k;
3164605;MG;São Sebastião do Oeste;6948;<10k;
3122355;MG;Divisa Alegre;6946;<10k;
2513604;PB;Santana dos Garrotes;6942;<10k;
2203404;PI;Dom Expedito Lopes;6940;<10k;
4107900;PR;Floresta;6926;<10k;
3502309;SP;Anhembi;6911;<10k;
4318606;RS;São José do Ouro;6911;<10k;
2405108;RN;Jandaíra;6907;<10k;
1700400;TO;Almas;6905;<10k;
5215504;GO;Ouvidor;6895;<10k;
5220686;GO;Simolândia;6895;<10k;
4309654;RS;Hulha Negra;6894;<10k;
1200435;AC;Santa Rosa do Purus;6893;<10k;
4203402;SC;Campo Belo do Sul;6889;<10k;
2207207;PI;Padre Marcos;6879;<10k;
4128708;PR;Vitorino;6879;<10k;
3117876;MG;Confins;6867;<10k;
5005152;MS;Juti;6861;<10k;
5106182;MT;Nova Lacerda;6861;<10k;
3112406;MG;Capetinga;6860;<10k;
2111672;MA;São Roberto;6856;<10k;
3138005;MG;Laranjal;6856;<10k;
2911501;BA;Gongogi;6852;<10k;
3108107;MG;Bonfim;6852;<10k;
2406205;RN;Lagoa d'Anta;6851;<10k;
2201770;PI;Boa Hora;6848;<10k;
3548203;SP;Santo Antônio do Pinhal;6843;<10k;
4305439;RS;Chuí;6832;<10k;
1713809;TO;Palmeiras do Tocantins;6830;<10k;
5101852;MT;Bom Jesus do Araguaia;6830;<10k;
3524907;SP;Jambeiro;6828;<10k;
3113602;MG;Careaçu;6826;<10k;
2206670;PI;Morro do Chapéu do Piauí;6825;<10k;
1101435;RO;Nova União;6822;<10k;
3120151;MG;Crisólita;6814;<10k;
3116308;MG;Cipotânea;6811;<10k;
4307104;RS;Herval;6807;<10k;
2210938;PI;Sussuapara;6801;<10k;
3169505;MG;Tumiritinga;6797;<10k;
1506906;PA;Santarém Novo;6796;<10k;
2611533;PE;Quixaba;6796;<10k;
5200555;GO;Alto Horizonte;6796;<10k;
2205573;PI;Lagoa de São Francisco;6795;<10k;
3202009;ES;Dores do Rio Preto;6793;<10k;
2915304;BA;Itagimirim;6784;<10k;
4201000;SC;Anita Garibaldi;6783;<10k;
2200608;PI;Angical do Piauí;6779;<10k;
4121604;PR;Renascença;6772;<10k;
4305702;RS;Condor;6766;<10k;
3127305;MG;Galiléia;6764;<10k;
4316758;RS;Santa Clara do Sul;6755;<10k;
4316303;RS;Roque Gonzales;6750;<10k;
2505204;PB;Cuitegi;6748;<10k;
4311775;RS;Maquiné;6747;<10k;
3149952;MG;Periquito;6738;<10k;
3542008;SP;Quintana;6736;<10k;
4310439;RS;Ipê;6736;<10k;
3138682;MG;Luislândia;6735;<10k;
2700904;AL;Belo Monte;6717;<10k;
2504033;PB;Capim;6715;<10k;
4302204;RS;Boa Vista do Buricá;6712;<10k;
4126207;PR;Sapopema;6708;<10k;
5219100;GO;Santa Bárbara de Goiás;6701;<10k;
3164472;MG;São Sebastião do Anta;6697;<10k;
4307302;RS;Erval Seco;6697;<10k;
2210201;PI;São José do Piauí;6696;<10k;
2509396;PB;Maturéia;6690;<10k;
2509156;PB;Marizópolis;6689;<10k;
3518107;SP;Guarantã;6685;<10k;
2805208;SE;Pinhão;6678;<10k;
3130408;MG;Ijaci;6667;<10k;
3122900;MG;Dona Euzébia;6664;<10k;
2504504;PB;Condado;6662;<10k;
4115309;PR;Mariópolis;6655;<10k;
4308003;RS;Faxinal do Soturno;6651;<10k;
4200606;SC;Águas Mornas;6646;<10k;
4108908;PR;Guairaçá;6635;<10k;
2707800;AL;Roteiro;6634;<10k;
2100105;MA;Afonso Cunha;6631;<10k;
3117009;MG;Comercinho;6624;<10k;
3532306;SP;Natividade da Serra;6624;<10k;
2925402;BA;Potiraguá;6623;<10k;
3129202;MG;Heliodora;6623;<10k;
4206108;SC;Grão Pará;6621;<10k;
4301701;RS;Barão de Cotegipe;6616;<10k;
4314076;RS;Passo do Sobrado;6612;<10k;
4312450;RS;Morro Redondo;6609;<10k;
3146701;MG;Palma;6606;<10k;
2410256;RN;Porto do Mangue;6605;<10k;
2206357;PI;Milton Brandão;6603;<10k;
5219738;GO;Santo Antônio de Goiás;6593;<10k;
2409704;RN;Pedro Avelino;6591;<10k;
1702307;TO;Arapoema;6590;<10k;
3523701;SP;Itirapuã;6587;<10k;
4320552;RS;Sertão Santana;6586;<10k;
2513208;PB;Santa Cruz;6579;<10k;
3536109;SP;Pardinho;6579;<10k;
2401859;RN;Caiçara do Norte;6572;<10k;
4312476;RS;Morro Reuter;6570;<10k;
3534104;SP;Oriente;6569;<10k;
4308409;RS;Formigueiro;6569;<10k;
2309904;CE;Pacujá;6565;<10k;
3139250;MG;Mamonas;6565;<10k;
3128600;MG;Guarda-Mor;6558;<10k;
5007802;MS;Selvíria;6555;<10k;
2206902;PI;Novo Oriente do Piauí;6548;<10k;
2202752;PI;Colônia do Gurguéia;6545;<10k;
4301503;RS;Augusto Pestana;6545;<10k;
4200507;SC;Águas de Chapecó;6544;<10k;
3535705;SP;Paraíso;6536;<10k;
5207535;GO;Faina;6527;<10k;
2513158;PB;Santa Cecília;6526;<10k;
4313102;RS;Nova Palma;6519;<10k;
2511608;PB;Pilões;6518;<10k;
2922755;BA;Nova Ibiá;6518;<10k;
4111001;PR;Itambaracá;6516;<10k;
2915403;BA;Itaju do Colônia;6515;<10k;
3161205;MG;São Francisco de Paula;6512;<10k;
2804706;SE;Nossa Senhora de Lourdes;6509;<10k;
2505600;PB;Diamante;6506;<10k;
1718758;TO;Rio Sono;6498;<10k;
3138104;MG;Lassance;6494;<10k;
3150703;MG;Pirajuba;6491;<10k;
1101807;RO;Vale do Paraíso;6490;<10k;
3555356;SP;Ubarana;6488;<10k;
3544806;SP;Sales;6481;<10k;
2502904;PB;Brejo dos Santos;6479;<10k;
2413003;RN;São Vicente;6476;<10k;
4311254;RS;Lagoão;6469;<10k;
2209401;PI;Santo Antônio de Lisboa;6466;<10k;
3146255;MG;Padre Carvalho;6466;<10k;
3170578;MG;Vargem Alegre;6460;<10k;
2206050;PI;Massapê do Piauí;6456;<10k;
2311231;CE;Potiretama;6455;<10k;
5222203;GO;Vila Boa;6451;<10k;
3141504;MG;Mendes Pimentel;6446;<10k;
3107505;MG;Bom Jardim de Minas;6444;<10k;
2201945;PI;Boqueirão do Piauí;6443;<10k;
2209005;PI;Rio Grande do Piauí;6434;<10k;
2915908;BA;Itanagra;6433;<10k;
3119955;MG;Córrego Fundo;6425;<10k;
4216255;SC;São João do Oeste;6423;<10k;
3165503;MG;Sardoá;6421;<10k;
2207777;PI;Patos do Piauí;6420;<10k;
3516606;SP;Gália;6419;<10k;
2209708;PI;São Francisco do Piauí;6417;<10k;
3163508;MG;São José do Jacuri;6409;<10k;
3157658;MG;Santa Helena de Minas;6406;<10k;
4100905;PR;Amaporã;6405;<10k;
2510402;PB;Olho d'Água;6399;<10k;
2514305;PB;São José de Caiana;6394;<10k;
4109757;PR;Ibema;6387;<10k;
3150604;MG;Piracema;6386;<10k;
4202131;SC;Bela Vista do Toldo;6386;<10k;
4303608;RS;Cambará do Sul;6383;<10k;
4316956;RS;Santa Maria do Herval;6382;<10k;
2210300;PI;São Julião;6379;<10k;
3552007;SP;Silveiras;6375;<10k;
3503109;SP;Arandu;6373;<10k;
2911659;BA;Guajeru;6371;<10k;
3552908;SP;Taciba;6371;<10k;
3168903;MG;Tiros;6369;<10k;
2505238;PB;Cuité de Mamanguape;6360;<10k;
3131000;MG;Inhaúma;6352;<10k;
3553104;SP;Taiaçu;6346;<10k;
4108205;PR;Formosa do Oeste;6345;<10k;
4103040;PR;Boa Ventura de São Roque;6343;<10k;
3169109;MG;Toledo;6336;<10k;
4119202;PR;Pinhalão;6323;<10k;
4219200;SC;Vidal Ramos;6321;<10k;
1101450;RO;Parecis;6319;<10k;
2301802;CE;Baixio;6318;<10k;
3161304;MG;São Francisco de Sales;6309;<10k;
1100601;RO;Cacaulândia;6307;<10k;
3547007;SP;Santa Maria da Serra;6298;<10k;
1507466;PA;São João da Ponta;6294;<10k;
4103305;PR;Borrazópolis;6290;<10k;
4207403;SC;Imbuia;6284;<10k;
5209937;GO;Inaciolândia;6275;<10k;
3519204;SP;Iacri;6269;<10k;
5219902;GO;São Francisco de Goiás;6265;<10k;
2104701;MA;Graça Aranha;6261;<10k;
3108503;MG;Botumirim;6259;<10k;
3167400;MG;Silvianópolis;6258;<10k;
2209203;PI;Santa Filomena;6256;<10k;
2209104;PI;Santa Cruz do Piauí;6254;<10k;
1706506;TO;Darcinópolis;6250;<10k;
3138674;MG;Luisburgo;6249;<10k;
5002803;MS;Caracol;6247;<10k;
5105234;MT;Lambari D'Oeste;6246;<10k;
3145455;MG;Olhos-d'Água;6243;<10k;
2927804;BA;Santa Cruz da Vitória;6241;<10k;
4315156;RS;Progresso;6235;<10k;
1715705;TO;Palmeirante;6234;<10k;
2904803;BA;Caatiba;6232;<10k;
2913309;BA;Ichu;6232;<10k;
4119004;PR;Pérola d'Oeste;6232;<10k;
4301651;RS;Barão;6232;<10k;
3500758;SP;Alambari;6231;<10k;
3167806;MG;Soledade de Minas;6226;<10k;
3512100;SP;Colômbia;6223;<10k;
2412104;RN;São João do Sabugi;6221;<10k;
5200852;GO;Americano do Brasil;6220;<10k;
1600212;AP;Cutias;6217;<10k;
2201739;PI;Betânia do Piauí;6214;<10k;
3115458;MG;Catuji;6206;<10k;
4214409;SC;Rio das Antas;6199;<10k;
3512506;SP;Coroados;6197;<10k;
4118857;PR;Perobal;6194;<10k;
4311627;RS;Lindolfo Collor;6193;<10k;
3127503;MG;Gonzaga;6184;<10k;
3107703;MG;Bom Jesus do Amparo;6182;<10k;
2202729;PI;Cocal dos Alves;6180;<10k;
2413102;RN;Senador Elói de Souza;6167;<10k;
3539905;SP;Poloni;6166;<10k;
5003108;MS;Corguinho;6158;<10k;
4300901;RS;Aratiba;6145;<10k;
3500550;SP;Águas de Santa Bárbara;6142;<10k;
2512721;PB;Pedro Régis;6139;<10k;
4302501;RS;Bossoroca;6135;<10k;
2413508;RN;Serrinha;6128;<10k;
3504701;SP;Balbinos;6127;<10k;
3536802;SP;Pedra Bela;6127;<10k;
2709004;AL;Tanque d'Arca;6115;<10k;
4125407;PR;São José da Boa Vista;6115;<10k;
5008404;MS;Vicentina;6115;<10k;
4203105;SC;Caibi;6112;<10k;
4111100;PR;Itambé;6110;<10k;
2209906;PI;São João da Serra;6106;<10k;
4304309;RS;Cândido Godói;6106;<10k;
2933257;BA;Vereda;6105;<10k;
2101939;MA;Bernardo do Mearim;6102;<10k;
3146552;MG;Pai Pedro;6098;<10k;
2501708;PB;Barra de São Miguel;6095;<10k;
3537701;SP;Piacatu;6093;<10k;
2502607;PB;Igaracy;6092;<10k;
4208005;SC;Itá;6091;<10k;
1507755;PA;Sapucaia;6088;<10k;
3509452;SP;Campina do Monte Alegre;6088;<10k;
2414159;RN;Tenente Laurentino Cruz;6085;<10k;
2209872;PI;São João da Fronteira;6084;<10k;
2503803;PB;Caldas Brandão;6077;<10k;
5209150;GO;Gouvelândia;6076;<10k;
3134103;MG;Itueta;6074;<10k;
2403400;RN;Equador;6064;<10k;
3533254;SP;Novais;6057;<10k;
4310405;RS;Independência;6054;<10k;
2503902;PB;Camalaú;6048;<10k;
4217253;SC;São Pedro de Alcântara;6046;<10k;
4322541;RS;Vale Real;6046;<10k;
3122405;MG;Divisa Nova;6039;<10k;
3528700;SP;Marabá Paulista;6039;<10k;
2514453;PB;São José dos Ramos;6037;<10k;
2515906;PB;Serraria;6037;<10k;
3545704;SP;Santa Albertina;6036;<10k;
4117453;PR;Ouro Verde do Oeste;6036;<10k;
